date,jkm,hh,ttf,psv,pvb,peg
2009-10-21 12:00:00,20.116777,20.465511,11.606193,15.0285225,15.442131,14.198538
2009-10-22 12:00:00,20.160248,22.88451,10.916866,14.178814,16.416344,15.759157
2009-10-23 12:00:00,20.043941,12.032537,11.881283,16.042854,18.227097,15.362078
2009-10-24 12:00:00,20.770847,10.957689,12.072556,18.643934,19.915886,18.061703
2009-10-25 12:00:00,19.853888,17.06958,13.985223,19.344116,20.701378,17.387344
2009-10-26 12:00:00,19.110888,20.64391,13.434344,18.71944,20.561157,17.039448
2009-10-27 12:00:00,19.668278,13.380606,13.965514,18.95789,20.491043,17.203146
2009-10-28 12:00:00,19.616306,14.6707325,13.493041,17.288767,20.085415,16.86852
2009-10-29 12:00:00,20.696636,25.836315,12.845554,17.20921,20.841206,15.457563
2009-10-30 12:00:00,19.796907,13.451622,11.463754,17.115917,21.296139,13.936405
2009-10-31 12:00:00,19.308119,9.593643,11.170442,14.577501,20.14399,15.6005
2009-11-01 12:00:00,16.195923,11.269163,11.421284,14.239155,20.659294,17.299366
2009-11-02 12:00:00,11.910834,12.311029,9.125091,11.916367,18.102013,13.112673
2009-11-03 12:00:00,13.893669,12.846792,9.124406,13.988388,18.90075,13.709984
2009-11-04 12:00:00,16.99111,12.657736,7.7902656,13.023521,18.374104,13.626694
2009-11-05 12:00:00,17.238241,13.546068,10.327205,13.283985,14.843128,12.4500675
2009-11-06 12:00:00,18.182074,13.651779,10.58833,11.915684,14.643112,12.331312
2009-11-07 12:00:00,19.608343,15.634346,9.314438,12.875381,16.185104,11.951645
2009-11-08 12:00:00,19.661583,19.599308,7.4677243,11.34288,14.234978,9.902606
2009-11-09 12:00:00,17.612118,19.256908,7.1970806,12.091667,14.520107,10.900457
2009-11-10 12:00:00,16.109684,17.054,7.910513,12.755163,13.748528,10.317112
2009-11-11 12:00:00,14.9420805,16.26061,8.420005,13.383427,15.801144,9.985754
2009-11-12 12:00:00,13.419624,13.119797,11.406323,14.024418,16.20607,13.65127
2009-11-13 12:00:00,12.73137,12.572916,11.553517,13.8562355,16.503662,16.814205
2009-11-14 12:00:00,13.288974,17.369694,12.817566,13.09457,16.18879,15.7863865
2009-11-15 12:00:00,11.345571,19.282429,12.215451,14.220234,18.052902,15.349258
